Description,Test_ID,anger,boredom,enthusiasm,fun,happiness,hate,love,neutral,relief,sadness,surprise,worry
i still feel sadness it is funny because they dont even know me but i feel like i am losing one of my sister,10269,0,0,0,0,0,0,0,0,0,1,0,0
im mad at myself for not stopping and im sad maybe thats not the right emotion to express how i feel that i am too scared to stop,10304,0,0,0,0,0,0,0,0,0,1,0,0
i feel like the disadvantages out weigh the advantages it can cause unpleasant side effects to you like nausea and drowsiness it s not always very effective and the biggest thing for me it can affect your baby s heart rate and make your baby less alert at birth,10457,0,0,0,0,0,0,0,0,0,1,0,0
i am not sitting at home licking my wounds day after day or feeling all melancholy baby,10522,0,0,0,0,0,0,0,0,0,1,0,0
i feel quite cripplingly depressed in a feel bad about everything cant do anything frozen way,10523,0,0,0,0,0,0,0,0,0,1,0,0
i also have to admit that i feel suffocated at that thought and terrified and sad,10543,0,0,0,0,0,0,0,0,0,1,0,0
i feel sad with the fact that ill be leaving batangas na,10661,0,0,0,0,0,0,0,0,0,1,0,0
i should be excited about a new cycle of my life starting that i should be feeling like the world is at my feet but all i could feel was sadness was a longing for none of it to have happened and a wish i could just be with him again that he would hug me and love me and cheer me up,10750,0,0,0,0,0,0,0,0,0,1,0,0
i always try to compliment myself when i feel ugly inside and out and when im down and depressed,10825,0,0,0,0,0,0,0,0,0,1,0,0
i worked all the time i feel sad thinking why have i not got a job,10839,0,0,0,0,0,0,0,0,0,1,0,0
i feel more sad than anything,10889,0,0,0,0,0,0,0,0,0,1,0,0
i was aware of a feeling of melancholy as i approached the city sans pup,10944,0,0,0,0,0,0,0,0,0,1,0,0
i was feeling extremely nostalgic and a little sad as i sang along with the chorus of for unto us a child is born,10980,0,0,0,0,0,0,0,0,0,1,0,0
i know that this is somewhat strange but i can feel that my cat is very unhappy and it is making me kind of sad,11002,0,0,0,0,0,0,0,0,0,1,0,0
im quite sad when to see a characters feelings rejected,11011,0,0,0,0,0,0,0,0,0,1,0,0
im feeling really sad,11112,0,0,0,0,0,0,0,0,0,1,0,0
i wasnt sad and i didnt feel devastated,11143,0,0,0,0,0,0,0,0,0,1,0,0
i feel kind of reluctant and depressed when you told me that it s over i respected your decision,11164,0,0,0,0,0,0,0,0,0,1,0,0
i don t care i feel a bit sad and anxious so that s way i m here writing,11184,0,0,0,0,0,0,0,0,0,1,0,0
i am feeling curious and a little sadistic,11196,0,0,0,0,0,0,0,0,0,1,0,0
i feel depressed inside,11202,0,0,0,0,0,0,0,0,0,1,0,0
i feel a little melancholy for my family out west,11227,0,0,0,0,0,0,0,0,0,1,0,0
i feel unhappy and depressed but it s different,11247,0,0,0,0,0,0,0,0,0,1,0,0
i think i will feel very sad if she will leave me,11319,0,0,0,0,0,0,0,0,0,1,0,0
i need to keep the sensation of clutching long after ive grasped to swallow and own that feeling of sadness beyond sadness until it is so overwhelming its joyful in the way it suffocates,11342,0,0,0,0,0,0,0,0,0,1,0,0
im feeling sad and low if im struggling with what to do,11390,0,0,0,0,0,0,0,0,0,1,0,0
i start to look at myself differently when i feel depressed and my emotions make me feel like i really am fat,11448,0,0,0,0,0,0,0,0,0,1,0,0
i feel sad and as i sat,11552,0,0,0,0,0,0,0,0,0,1,0,0
i seek out guidance when my mind feels so sadly confused that the weight on my spirit cant help but sag,11580,0,0,0,0,0,0,0,0,0,1,0,0
i was feeling depressed and knew i had to snap out of it,11632,0,0,0,0,0,0,0,0,0,1,0,0
i feel agitated sad and defeated,11729,0,0,0,0,0,0,0,0,0,1,0,0
i have been feeling distraught anxious fearful depressed i literally begin to feel this plushy bathrobe around me and it reminds me of the truth in my heart and spirit,11789,0,0,0,0,0,0,0,0,0,1,0,0
i feel ungrateful or depressed service is the best antidote,11816,0,0,0,0,0,0,0,0,0,1,0,0
i didnt need to drink every time i was feeling anxious or depressed,11836,0,0,0,0,0,0,0,0,0,1,0,0
im feeling sad today but confidant ive done the right thing,11902,0,0,0,0,0,0,0,0,0,1,0,0
i stopped going to weddings few years back because at one point in life i know that the celebration itself would make me feel somewhat depressed,11941,0,0,0,0,0,0,0,0,0,1,0,0
im sure when i tell him what ive been feeling hell be sad for me that i felt that but he wont poo poo it away with words,11945,0,0,0,0,0,0,0,0,0,1,0,0
i am allowed to feel sad angry and annoyed about certain things,11957,0,0,0,0,0,0,0,0,0,1,0,0
i love sam eagle his lengthy bits with ty burrell as cia and interpol agents trying to track down the criminals couldve all been left on the cutting room floor without me feeling the least bit depressed,11980,0,0,0,0,0,0,0,0,0,1,0,0
im feeling a little melancholy and im too lazy to pack just yet i went and bought myself some consolatory rocky road,12042,0,0,0,0,0,0,0,0,0,1,0,0
i dont even miss him anymore and that is sad cause i never thought i could feel this way without him but ive been tortured enough and its nice to see some sunshine in my life after all these yrs and i didnt realize i was in such a horrid relationship until i could breath by myself,12100,0,0,0,0,0,0,0,0,0,1,0,0
i express my feelings whether mad happy moody sad hate and other emotions,12120,0,0,0,0,0,0,0,0,0,1,0,0
ive been crying all the time very sad feeling worthless and like no one will ever love me and feeling incredibly anxious i started therapy,12178,0,0,0,0,0,0,0,0,0,1,0,0
i was feeling a little melancholy last weekend about the holidays being over but once we got back home and got the christmas decorations put away i was more than ready to move on with the new year,12194,0,0,0,0,0,0,0,0,0,1,0,0
i feel that there are people out there who do not have the ability to be compassionate to their fellow peers around them and that to me is very sad,12216,0,0,0,0,0,0,0,0,0,1,0,0
i feel benevolent and proud or benevolent and sad,12288,0,0,0,0,0,0,0,0,0,1,0,0
i need to feel this melancholy explore it without fueling it,12297,0,0,0,0,0,0,0,0,0,1,0,0
i say i m sad that random guy at that party i wasn t supposed to be at didn t give me his number that i m not keeping up in class that i dunno i m just feeling kind of shitty today,12326,0,0,0,0,0,0,0,0,0,1,0,0
i said i loved them but at the same time they re the kind of books that left me feeling totally depressed,12447,0,0,0,0,0,0,0,0,0,1,0,0
i tend to feel very dull and sad and its only in prints and colours that will make me liven up,12502,0,0,0,0,0,0,0,0,0,1,0,0
i feel sad and happy but i am also grateful,12503,0,0,0,0,0,0,0,0,0,1,0,0
i feel so bothered and sad more than i ever have before,12551,0,0,0,0,0,0,0,0,0,1,0,0
i realise im clearly feeling hostile bracing myself for the overwhelming sadness that is to come,12584,0,0,0,0,0,0,0,0,0,1,0,0
i can say to a friend you know i recently turned and im feeling depressed,12610,0,0,0,0,0,0,0,0,0,1,0,0
i feel sadness and fear coming to assail me always supporting me in my weakness mother you deign to bless me,12644,0,0,0,0,0,0,0,0,0,1,0,0
i need a little sugar in my bowl i need a little hot dog on my roll i can stand a bit of loving oh so bad i feel so funny i feel so sad,12689,0,0,0,0,0,0,0,0,0,1,0,0
im feeling melancholy tonight and im grateful for music to help me through,12777,0,0,0,0,0,0,0,0,0,1,0,0
i stepped in our house makes me feel more depressed,12802,0,0,0,0,0,0,0,0,0,1,0,0
i was feeling extremely agitated and anxious but there was also an added sadness and that i do know came from the fact that it was our anniversary years,12833,0,0,0,0,0,0,0,0,0,1,0,0
i feel kind of sad for the ebook readers because you cant do this with a single kindle or tablet,12848,0,0,0,0,0,0,0,0,0,1,0,0
i am once again feeling listless and depressed,12873,0,0,0,0,0,0,0,0,0,1,0,0
i sit on the eve of what should be a happy occasion and im once again feeling like fucked off sad and alone,13052,0,0,0,0,0,0,0,0,0,1,0,0
i feel so sad,13053,0,0,0,0,0,0,0,0,0,1,0,0
i sat in bed feeling anxious sad and frustrated i asked god to speak to me the words of philippians,13074,0,0,0,0,0,0,0,0,0,1,0,0
im feeling messed up and depressed you would try your very best to make me smile in any way,13130,0,0,0,0,0,0,0,0,0,1,0,0
i feel proud in caring for her and protecting her i like doing things that she asks me to however silly or hard it is i feel happy seeing her smiling and sad when she looks so,13151,0,0,0,0,0,0,0,0,0,1,0,0
im feeling very melancholy as i remember the fun times i had at skate country,13189,0,0,0,0,0,0,0,0,0,1,0,0
i always feel sad for people who say days just seem the same,13220,0,0,0,0,0,0,0,0,0,1,0,0
i have been a bit busy in the past week and while i feel stressed i dont feel depressed,13416,0,0,0,0,0,0,0,0,0,1,0,0
i look at the painting i also feel sad,13423,0,0,0,0,0,0,0,0,0,1,0,0
i discovered in processing why i feel depressed sad or disconnected at the end of really fun days,13425,0,0,0,0,0,0,0,0,0,1,0,0
i have to admit i m feeling a little melancholy about the run i have planned for tomorrow morning,13459,0,0,0,0,0,0,0,0,0,1,0,0
i feel for the disadvantaged people who just want to warm up and sit somewhere clean and pleasant,13554,0,0,0,0,0,0,0,0,0,1,0,0
i feel that my weight issues have mostly been because i was unhappy depressed scared and angry,13684,0,0,0,0,0,0,0,0,0,1,0,0
i feel so sad for sioux,13686,0,0,0,0,0,0,0,0,0,1,0,0
i feel embarrassed and sad that even beyond the grave you seem to still be working with the release of your latest posthumous album,13708,0,0,0,0,0,0,0,0,0,1,0,0
i feel depressed after voting knowing that i voted again for those who created the problem but we dont have another choice,13715,0,0,0,0,0,0,0,0,0,1,0,0
i eat no one noticing if im feeling depressed,13730,0,0,0,0,0,0,0,0,0,1,0,0
i am a person who sometimes feels jealous and sometimes feels happy and sometimes feels sad excited afraid angry or confused,13792,0,0,0,0,0,0,0,0,0,1,0,0
i came home feeling exhausted and sad,13802,0,0,0,0,0,0,0,0,0,1,0,0
i need to start getting my writing done before i go to sleep for the entire afternoon at least on social days and that would mean breaking my aforementioned habit of not writing too early in the day because the rest of the day i will feel depressed and purposeless,13901,0,0,0,0,0,0,0,0,0,1,0,0
i am feeling overwhelmed and depressed about lilli s needs i can go back and read what i wrote on lilli s eighth birthday and remind myself that she was born for a purpose and created to be this way for a reason,13940,0,0,0,0,0,0,0,0,0,1,0,0
i just feel either depressed or so fucking pissed off,13958,0,0,0,0,0,0,0,0,0,1,0,0
i feel sad but i dont know what to say it feels so far away,13970,0,0,0,0,0,0,0,0,0,1,0,0
i keep on feeling burdened and sad without those hugs and cuddles,14052,0,0,0,0,0,0,0,0,0,1,0,0
i turned once to look back at him feeling slightly sad that id probably never see him again,14069,0,0,0,0,0,0,0,0,0,1,0,0
i really dont know whats wrong with me i just feel so crappy and horrible and emotional img width height src images smilies icon sad,14128,0,0,0,0,0,0,0,0,0,1,0,0
i feel like hell coughing coughing coughing and mad and sad all at once,14137,0,0,0,0,0,0,0,0,0,1,0,0
i feel a bit depressed studying now a days,14164,0,0,0,0,0,0,0,0,0,1,0,0
i think we all are all shocked feeling hopeless and lost and sad and helpless,14204,0,0,0,0,0,0,0,0,0,1,0,0
ive been going through a pretty rough time feeling lousy and very depressed the overnight shift has been really wearing me down and i spend my days off basically never leaving the house,14251,0,0,0,0,0,0,0,0,0,1,0,0
i feel real pity sadness and empathy for the peers of my children who are not in loving nurturing situations,14320,0,0,0,0,0,0,0,0,0,1,0,0
i spent to waste my night feeling dazed depressed and bored,14329,0,0,0,0,0,0,0,0,0,1,0,0
i cried a lot that night going to sleep feeling nervous and scared and sad that our amazing adventure was over and nothing but the real world awaited us when we got back,14443,0,0,0,0,0,0,0,0,0,1,0,0
ive been feeling a mixture of ecstatic joy and excitement sadness stress the whole shebang i guess,14475,0,0,0,0,0,0,0,0,0,1,0,0
i really don t feel melancholy or like the time has flown by,14559,0,0,0,0,0,0,0,0,0,1,0,0
i feel depressed and i am all in all not satisfied with the doesnt matter what situation i am in,14579,0,0,0,0,0,0,0,0,0,1,0,0
i find myself feeling melancholy lately,14593,0,0,0,0,0,0,0,0,0,1,0,0
i wonder if i feel sad sometimes because i used to,14594,0,0,0,0,0,0,0,0,0,1,0,0
i have issues trusting people i lash out when im sad but instead of saying how i feel i get violent and mad,14642,0,0,0,0,0,0,0,0,0,1,0,0
i can t ever remember feeling so sad to say goodbye to a place,14744,0,0,0,0,0,0,0,0,0,1,0,0
i left the meeting feeling irritated sad and worried,14797,0,0,0,0,0,0,0,0,0,1,0,0
i realized that i would be sad to leave this plane so soon and that just because i am feeling unloved and rejected there is no need to transfer those feelings of sadness on to those of my children left behind who i know do love and appreciate me and their father,14798,0,0,0,0,0,0,0,0,0,1,0,0
i feel a delicious wave of melancholy edged with sharp anticipation,14801,0,0,0,0,0,0,0,0,0,1,0,0
i suppose if these millions of little things are causing me to be discouraged and feel depressed then maybe they aren t so little and maybe god would want me to bring them to him so he could help me handle them,14807,0,0,0,0,0,0,0,0,0,1,0,0
i feel so helpless and so small in the face of such huge and sad news it makes me feel better to just not know,14813,0,0,0,0,0,0,0,0,0,1,0,0
i feel how angry or sad i get,14882,0,0,0,0,0,0,0,0,0,1,0,0
i am feeling a bit melancholy because i will not see any of my section mates and friends for an entire month,14965,0,0,0,0,0,0,0,0,0,1,0,0
i am letting myself feel depressed angry resentful and jealous because my day was taken away from me for an unexplained reason,14980,0,0,0,0,0,0,0,0,0,1,0,0
i watch movies set in the s and s i feel pangs of melancholy,15052,0,0,0,0,0,0,0,0,0,1,0,0
i may feel a little disadvantaged at having to keep my mouth shut but you know what it worked,15083,0,0,0,0,0,0,0,0,0,1,0,0
im sad to give this away but i feel generous today i never really wore it because around the chest area its a bit tight,15093,0,0,0,0,0,0,0,0,0,1,0,0
i feel hated i feel angry i feel very sad i feel like im going to be abandoned i feel angry because i abandoned someone but in reality no one at this age can expect that neither party will be abandoned,15158,0,0,0,0,0,0,0,0,0,1,0,0
i feel sad about an event i can not influence,15186,0,0,0,0,0,0,0,0,0,1,0,0
i know i love what im learning and maybe cos i listen to a lot of sad music or blues like eva cassidy s eric calpton s it makes me feel emotional,15259,0,0,0,0,0,0,0,0,0,1,0,0
i read analyses of why its not a good idea even though i agree with them i get the same feeling that i get when people tell depressed people to just cheer up,15316,0,0,0,0,0,0,0,0,0,1,0,0
im still feeling shocked and sad at the newtown shootings and i hope we dont become such a simplistic society that we think different is always wrong or evil,15505,0,0,0,0,0,0,0,0,0,1,0,0
i like to think of that as a compliment but everytime i hear this song i get this overwhelming feeling of sadness like the girl in this song was just so heartbroken,15518,0,0,0,0,0,0,0,0,0,1,0,0
in a sadist provoked my sister in my presence he tried to force my sister into accompanying him to his place,15601,0,0,0,0,0,0,0,0,0,1,0,0
i feel really sad when people keep telling me how cnb just climbed over fti and how fti was made used of to help cnb succeed,15738,0,0,0,0,0,0,0,0,0,1,0,0
i feel i am disturbed saddened angry bereft,15784,0,0,0,0,0,0,0,0,0,1,0,0
i feel neither saddened nor shocked by this decision as ratings haven t been great and both are costing the network tons of dough in losses,15790,0,0,0,0,0,0,0,0,0,1,0,0
i did what i used to do posted a sad status with my deepest feelings on facebook lame i know but this time it was in japanese so only some people could understand,15822,0,0,0,0,0,0,0,0,0,1,0,0
i always feel sad when my friends live far away and they have babies,15852,0,0,0,0,0,0,0,0,0,1,0,0
i dived into my tent to sleep off the ride my legs were feeling stronger but my arse was now suffering long slow hours in the saddle were beginning to take their toll,15900,0,0,0,0,0,0,0,0,0,1,0,0
i find myself feeling melancholy even after tearing into the box like the birthday girl who s had too much cake,15941,0,0,0,0,0,0,0,0,0,1,0,0
i am sad and feeling alone or confused,15942,0,0,0,0,0,0,0,0,0,1,0,0
i feel like one of those sad old adults but if you are still a student im envious make the most of it,15992,0,0,0,0,0,0,0,0,0,1,0,0
i feel sad when people call me an idiot secret,16023,0,0,0,0,0,0,0,0,0,1,0,0
i remember feeling so melancholy on january st for no apparent reason,16075,0,0,0,0,0,0,0,0,0,1,0,0
id wander around rainy uxbridge and feel ridiculously melancholy missing greg and portland and all my friends,16238,0,0,0,0,0,0,0,0,0,1,0,0
i do seems terrible then i feel terrible and i don t enjoy what i m doing and having to do it makes me feel sad,16245,0,0,0,0,0,0,0,0,0,1,0,0
i remember my last fall in boston i didnt know at the time that it would be my last fall there struggling with something at the time and was feeling depressed about whatever it was,16314,0,0,0,0,0,0,0,0,0,1,0,0
i miss the moment when you feel confused and sad about me but now i cant see it anymore,16341,0,0,0,0,0,0,0,0,0,1,0,0
i walked away feeling beaten down and sad and frustrated and judged for who i was,16387,0,0,0,0,0,0,0,0,0,1,0,0
i am depressed and feeling worthless getting on my gmc denali bike and conquering miles makes me feel less powerless,16554,0,0,0,0,0,0,0,0,0,1,0,0
i first came across this video i was having a night where i was feeling super sad about a boy of course and was surfing spoken word videos to keep my mind off things,16793,0,0,0,0,0,0,0,0,0,1,0,0
i know weve been feeling depressed and abandoned but we cant abandon those who protect our freedom,16833,0,0,0,0,0,0,0,0,0,1,0,0
i feel embarassed humiliated sad miserable href http www,16835,0,0,0,0,0,0,0,0,0,1,0,0
i came back from my best friend s wedding in the south france feeling weepy and depressed after celebrating an amazing event in the most stunning surroundings in the company of some awesome people,16853,0,0,0,0,0,0,0,0,0,1,0,0
i feel so lousy angry sad unhappy jealous insecure anxiety etc,16886,0,0,0,0,0,0,0,0,0,1,0,0
i feel very deprived and sad and i really really really want to cry,16895,0,0,0,0,0,0,0,0,0,1,0,0
i enjoy some metal most of the time i prefer music that calms me or at least makes me feel something calm like sadness or contentment,16907,0,0,0,0,0,0,0,0,0,1,0,0
i feel so sad having missed this train just because i wanted i do i do to be good well that s life,16908,0,0,0,0,0,0,0,0,0,1,0,0
i usually dont know how each day will turn out for me in terms of what im doing how my mood will be how i will feel physically if i will have mood swings or be depressed or get angry,16953,0,0,0,0,0,0,0,0,0,1,0,0
i feel extremely sad because we don t get to skype with ashli anymore,16998,0,0,0,0,0,0,0,0,0,1,0,0
i was feeling confused and angry as well as so very sad,17049,0,0,0,0,0,0,0,0,0,1,0,0
i is coming to an end and i feel so blessed and sad at the same time,17051,0,0,0,0,0,0,0,0,0,1,0,0
i feel sad that you do not know matt tracy graysen page or ryan,17066,0,0,0,0,0,0,0,0,0,1,0,0
i was feeling angry or depressed and i tried to think loving happy thoughts,17067,0,0,0,0,0,0,0,0,0,1,0,0
im like everyone else taking in the sadness bestowed upon me in such an abrupt manner recognizing that people like williams comedians who wanted to be laughed with and at are laughing on the outside but often crying and feeling hopeless on the inside as sad as that sounds,17088,0,0,0,0,0,0,0,0,0,1,0,0
i feel very nervous a bit worried about things i shouldnt worry about and sad for my family,17107,0,0,0,0,0,0,0,0,0,1,0,0
i left the hostal in garrucha feeling a bit strange excited about reaching journeys end and seeing my family but somehow sad the adventure was coming to an end,17162,0,0,0,0,0,0,0,0,0,1,0,0
i talk to or otherwise communicate with daily which occasionally makes me miss them less and some of them appear to have dropped off the planet completely which makes me feel neurotic and rejected and worried and angry and sad and like im overreacting,17169,0,0,0,0,0,0,0,0,0,1,0,0
i am alone or feeling melancholy i tend to produce better art better poetry deeper thoughts,17241,0,0,0,0,0,0,0,0,0,1,0,0
i am feeling far less melancholy for having expressed this for having realized that what i have from james must be enough,17268,0,0,0,0,0,0,0,0,0,1,0,0
i can feel you especially in a calm environment as jenns voice simply explains this song as if it is a story of a person who is depressed,17336,0,0,0,0,0,0,0,0,0,1,0,0
i didn t know what to feel i wasn t angry nor was i sad,17380,0,0,0,0,0,0,0,0,0,1,0,0
i still feel sad sometimes,17388,0,0,0,0,0,0,0,0,0,1,0,0
i actually did want to see him especially since i was feeling sad and lonely the whole day,17417,0,0,0,0,0,0,0,0,0,1,0,0
i feel helpless and sad and heartbroken,17465,0,0,0,0,0,0,0,0,0,1,0,0
i want to stop feeling so bitter amp be able to give them the finger amp walk away laughing amp not feel the slightest bit sad,17516,0,0,0,0,0,0,0,0,0,1,0,0
i feel so alone now on the train mum dont be sad you had amazing days,17591,0,0,0,0,0,0,0,0,0,1,0,0
i think you ought to know i m feeling very depressed marvin said,17608,0,0,0,0,0,0,0,0,0,1,0,0
i am sad and feeling confused i know this battle i will not lose,17623,0,0,0,0,0,0,0,0,0,1,0,0
i mean sometimes i get really down for no reason and i feel like im doomed to be depressed and miserable no matter how good my life goes,17701,0,0,0,0,0,0,0,0,0,1,0,0
i left a place i called home for nearly summers feeling very very disillusioned and sad,17722,0,0,0,0,0,0,0,0,0,1,0,0
im left with feelings of sadness and hurt,17895,0,0,0,0,0,0,0,0,0,1,0,0
i even said im feeling melancholy thats weird,17924,0,0,0,0,0,0,0,0,0,1,0,0
i feel suck mad and sad,17948,0,0,0,0,0,0,0,0,0,1,0,0
i feel a lot less depressed,18056,0,0,0,0,0,0,0,0,0,1,0,0
i feel terribly sad,18139,0,0,0,0,0,0,0,0,0,1,0,0
about the car sadness i felt anger the way i acted after negotiating it,18146,0,0,0,0,0,0,0,0,0,1,0,0
i am feeling a bit depressed today no doubt because of my tummy but it seemed that nothing much had changed yesterday when i visited kabalega primary and gave them one of the computers i was so kindly given,18170,0,0,0,0,0,0,0,0,0,1,0,0
i feel depressed and sad,18184,0,0,0,0,0,0,0,0,0,1,0,0
i have been able to sit and think and have an uninterrupted conversation with justin on the phone i feel depressed,18199,0,0,0,0,0,0,0,0,0,1,0,0
i will admit to feeling a little melancholy about the whole business and really not wanting to post about it in case caroline was to read it on facebook,18211,0,0,0,0,0,0,0,0,0,1,0,0
i always feel when i leave you kind of sad and kind of nervous and kind of like my family is incomplete,18239,0,0,0,0,0,0,0,0,0,1,0,0
i come out of that fight feeling whipped and saddened and hated for who i am and i have to put on my big girl panties and pretend hey everything s fine even though we re pissy at each other,18410,0,0,0,0,0,0,0,0,0,1,0,0
i contemplated staying awake in hopes of finding other things to concentrate on but between being tired and feeling depressed i laid down at about and slept for a good several hours,18581,0,0,0,0,0,0,0,0,0,1,0,0
i cant help but feel a little rejected and sad that my baby doesnt need me anymore,18649,0,0,0,0,0,0,0,0,0,1,0,0
i can deflect my sad feelings away from myself with the love shield loving myself and loving others,18668,0,0,0,0,0,0,0,0,0,1,0,0
i feel like i am more depressed now,18753,0,0,0,0,0,0,0,0,0,1,0,0
i found this news sad i wonder how the people who still work there feel devastated i m sure,18789,0,0,0,0,0,0,0,0,0,1,0,0
i feel like this is what im supposed to do which is why im slowly coming out of the depressed in a rut phase and into the happy accepting liberation phase,18802,0,0,0,0,0,0,0,0,0,1,0,0
ive been feeling homesick and depressed the last few weeks so i sorta kinda did some retail therapy with paper collections and stamps,18815,0,0,0,0,0,0,0,0,0,1,0,0
i was going to be feeling extraordinarily joyful i would have looked at you with very sad eyes and you would have seen huge doubt in them,18833,0,0,0,0,0,0,0,0,0,1,0,0
i feel i share to much of the hurt or sadness and fear i still feel every now and then on here,18858,0,0,0,0,0,0,0,0,0,1,0,0
i need this because i feel ungrateful and seeing what i need makes me feel sad,18880,0,0,0,0,0,0,0,0,0,1,0,0
i still feel sad and like i made the wrong decision,19033,0,0,0,0,0,0,0,0,0,1,0,0
im feeling hostile towards the holidays or saddened by them or any other emotion really,19144,0,0,0,0,0,0,0,0,0,1,0,0
i wanted to create this feeling of longing and sadness,19146,0,0,0,0,0,0,0,0,0,1,0,0
i feel regretful and sad about m,19155,0,0,0,0,0,0,0,0,0,1,0,0
i feel no matter how helpless and removed i am i will never let them know the depths of my sadness,19207,0,0,0,0,0,0,0,0,0,1,0,0
i was feeling depressed earlier this year i felt that i was somehow failing as a husband and a person,19228,0,0,0,0,0,0,0,0,0,1,0,0
i dont like pain i observed the fish as they died feeling sad they were calm and accepting of their situation,19233,0,0,0,0,0,0,0,0,0,1,0,0
i feel confused sad and so lonely,19315,0,0,0,0,0,0,0,0,0,1,0,0
im high or drunk im ok ish but for the most part im one of three things happy off the wall depressed and ready to kill myself or im with out feelings like i dont care feel and not in a carefree way more like in a i cant feel short of way,19369,0,0,0,0,0,0,0,0,0,1,0,0
i am no longer feeling so melancholy about things,19383,0,0,0,0,0,0,0,0,0,1,0,0
i had a quarrel with a good friend about the fact that i didnt pay her a visit when she expected me to come hereafter i was very sad because it became a real quarrel,19528,0,0,0,0,0,0,0,0,0,1,0,0
i feel mad upset sad happy,19546,0,0,0,0,0,0,0,0,0,1,0,0
i remember feeling really homesick and sad the first nights of the trip and cried a lot when we were in london but later i got to know some really cool people on my bus and had a blast exploring france austria germany switzerland and venice with them,19577,0,0,0,0,0,0,0,0,0,1,0,0
i feel sad because this country has become my home and i have grown to love everything it has to offer,19601,0,0,0,0,0,0,0,0,0,1,0,0
i should just give these sad feelings to god but im stubborn,19703,0,0,0,0,0,0,0,0,0,1,0,0
i always end up feeling unwelcome and sad,19766,0,0,0,0,0,0,0,0,0,1,0,0
i had planned to stop by steven and sadie s birthday party cause i am a firm believer that everyone deserves to feel popular on their birthday and one more person at a party is one more point popular perhaps,19772,0,0,0,0,0,0,0,0,0,1,0,0
i would caution against feeling victimized by disadvantaged groups,19778,0,0,0,0,0,0,0,0,0,1,0,0
i listened to it for the very first time i really can say that i was deeply feeling every single emotion that the music was displaying such as anger longing strength and even sadness,19798,0,0,0,0,0,0,0,0,0,1,0,0
i says i feel very strongly about supporting same sex weddings through my photography noting that sadly in texas that s not always the case,19860,0,0,0,0,0,0,0,0,0,1,0,0
i am feeling melancholy over the fact that my first born is back off to school,19915,0,0,0,0,0,0,0,0,0,1,0,0
i also have periods of days or sometimes weeks where i do feel legitimately depressed and have a lot of trouble getting out of bed and going about my day,19965,0,0,0,0,0,0,0,0,0,1,0,0
i was feeling a little sad that we didnt have a family trip planned,20003,0,0,0,0,0,0,0,0,0,1,0,0
im feeling shocked and saddened,20056,0,0,0,0,0,0,0,0,0,1,0,0
i start feeling depressed and stop taking care of myself or do i stop taking care of myself and then feel depressed,20065,0,0,0,0,0,0,0,0,0,1,0,0
i must admit im starting to feeling a lil bit nostalgic and sad,20083,0,0,0,0,0,0,0,0,0,1,0,0
i may feel anger sadness regret remorse fear and longing,20087,0,0,0,0,0,0,0,0,0,1,0,0
i feel shocked and deeply saddened by my serious intent my want to have the release that i believed death would gift me,20177,0,0,0,0,0,0,0,0,0,1,0,0
i could actually stop and analyse my feelings is that i am profoundly melancholy,20187,0,0,0,0,0,0,0,0,0,1,0,0
im sad people feel the need to be unkind,20215,0,0,0,0,0,0,0,0,0,1,0,0
i feel i was disadvantaged by my gender,20217,0,0,0,0,0,0,0,0,0,1,0,0
i feel sad for her old family that they missed out on such an awesome little girl who has grown into a fantastic teenager as of thursday of this week,20299,0,0,0,0,0,0,0,0,0,1,0,0
i want to talk about something sad because dominantly i come to my blog just when i feel pressured or just sad that i am so not pretty and talk about all the random things that run around it,20304,0,0,0,0,0,0,0,0,0,1,0,0
i feel more optimistic and less melancholy,20321,0,0,0,0,0,0,0,0,0,1,0,0
i feel kind of disadvantaged this way but i guess i am really in it to lose weight the prize is just a bonus,20349,0,0,0,0,0,0,0,0,0,1,0,0
i have to do it all on my own and feeling burdened resentful sad angry etc about having to do everything on your own shouldering the bulk of financial obligations on your own or family responsibilities or whatever it is,20422,0,0,0,0,0,0,0,0,0,1,0,0
i literally cried whimpered myself to sleep and woke up feeling terrible and completely depressed,20615,0,0,0,0,0,0,0,0,0,1,0,0
i got home feeling pretty depressed why do i bother doing these things i always prove myself right what if im just a dud person thats why i dont do things because i cant do things etc,20665,0,0,0,0,0,0,0,0,0,1,0,0
i am feeling shocked sad and relieved amp that is because i just had the worst dream ever,20749,0,0,0,0,0,0,0,0,0,1,0,0
i just want to curl up in a ball and feel sad for the rest of the day,20756,0,0,0,0,0,0,0,0,0,1,0,0
i always complain nobody listens me up and i am not that expressive to speak out the beats of my heart i have decided to write down whatever comes to my mind at various time of my life my sad feelings the romantic me my ambitions my friends for them who keeps me telling express yourself,20775,0,0,0,0,0,0,0,0,0,1,0,0
im depressed or anything but rain can always make me feel gloomy,20807,0,0,0,0,0,0,0,0,0,1,0,0
i feel like god is prompting us to visit some of the sad places from way back in november,20834,0,0,0,0,0,0,0,0,0,1,0,0
i am feeling and this is not a word i ever use melancholy,20902,0,0,0,0,0,0,0,0,0,1,0,0
i have found myself lately feeling quite discouraged and even sad at times,20908,0,0,0,0,0,0,0,0,0,1,0,0
i read him especially when i feel sad,20963,0,0,0,0,0,0,0,0,0,1,0,0
i feel and hes so stubborn and mean and all i am is sad,20982,0,0,0,0,0,0,0,0,0,1,0,0
