Description,Test_ID,Computer Science,Physics,Mathematics,Statistics,Quantitative Biology,Quantitative Finance
"  The Future Circular Collider (FCC), currently in the design phase, will
address many outstanding questions in particle physics. The technology to
succeed in this 100 km circumference collider goes beyond present limits.
Ultra-high vacuum conditions in the beam pipe is one essential requirement to
provide a smooth operation. Different physics phenomena as photon-, ion- and
electron- induced desorption and thermal outgassing of the chamber walls
challenge this requirement. This paper presents an analytical model and a
computer code PyVASCO that supports the design of a stable vacuum system by
providing an overview of all the gas dynamics happening inside the beam pipes.
A mass balance equation system describes the density distribution of the four
dominating gas species $\text{H}_2, \text{CH}_4$, $\text{CO}$ and
$\text{CO}_2$. An appropriate solving algorithm is discussed in detail and a
validation of the model including a comparison of the output to the readings of
LHC gauges is presented. This enables the evaluation of different designs for
the FCC.
",3737,0,1,0,0,0,0
"  Let $\xi(t\,,x)$ denote space-time white noise and consider a
reaction-diffusion equation of the form \[
\dot{u}(t\,,x)=\tfrac12 u""(t\,,x) + b(u(t\,,x)) + \sigma(u(t\,,x))
\xi(t\,,x), \] on $\mathbb{R}_+\times[0\,,1]$, with homogeneous Dirichlet
boundary conditions and suitable initial data, in the case that there exists
$\varepsilon>0$ such that $\vert b(z)\vert \ge|z|(\log|z|)^{1+\varepsilon}$ for
all sufficiently-large values of $|z|$. When $\sigma\equiv 0$, it is well known
that such PDEs frequently have non-trivial stationary solutions. By contrast,
Bonder and Groisman (2009) have recently shown that there is finite-time blowup
when $\sigma$ is a non-zero constant. In this paper, we prove that the
Bonder--Groisman condition is unimproveable by showing that the
reaction-diffusion equation with noise is ""typically"" well posed when $\vert
b(z) \vert =O(|z|\log_+|z|)$ as $|z|\to\infty$. We interpret the word
""typically"" in two essentially-different ways without altering the conclusions
of our assertions.
",3738,0,0,1,0,0,0
"  For an arbitrary group $G$, it is shown that either the semigroup rank $G{\rm
rk}S$ equals the group rank $G{\rm rk}G$, or $G{\rm rk}S = G{\rm rk}G+1$. This
is the starting point for the rest of the article, where the semigroup rank for
diverse kinds of groups is analysed. The semigroup rank of relatively free
groups, for any variety of groups, is computed. For a finitely generated
abelian group~$G$, it is proven that $G{\rm rk}S = G{\rm rk}G+1$ if and only if
$G$ is torsion-free. In general, this is not true. Partial results are obtained
in the nilpotent case. It is also proven that if $M$ is a connected closed
surface, then $(\pi_1(M)){\rm rk}S = (\pi_1(M)){\rm rk}G+1$ if and only if $M$
is orientable.
",3739,0,0,1,0,0,0
"  Starting from a dataset with input/output time series generated by multiple
deterministic linear dynamical systems, this paper tackles the problem of
automatically clustering these time series. We propose an extension to the
so-called Martin cepstral distance, that allows to efficiently cluster these
time series, and apply it to simulated electrical circuits data. Traditionally,
two ways of handling the problem are used. The first class of methods employs a
distance measure on time series (e.g. Euclidean, Dynamic Time Warping) and a
clustering technique (e.g. k-means, k-medoids, hierarchical clustering) to find
natural groups in the dataset. It is, however, often not clear whether these
distance measures effectively take into account the specific temporal
correlations in these time series. The second class of methods uses the
input/output data to identify a dynamic system using an identification scheme,
and then applies a model norm-based distance (e.g. H2, H-infinity) to find out
which systems are similar. This, however, can be very time consuming for large
amounts of long time series data. We show that the new distance measure
presented in this paper performs as good as when every input/output pair is
modelled explicitly, but remains computationally much less complex. The
complexity of calculating this distance between two time series of length N is
O(N logN).
",3740,1,0,0,1,0,0
"  In this paper we propose a 'knee-like' approximation of the lateral
distribution of the Cherenkov light from extensive air showers in the energy
range 30-3000 TeV and study a possibility of its practical application in high
energy ground-based gamma-ray astronomy experiments (in particular, in
TAIGA-HiSCORE). The approximation has a very good accuracy for individual
showers and can be easily simplified for practical application in the HiSCORE
wide angle timing array in the condition of a limited number of triggered
stations.
",3741,0,1,0,0,0,0
"  In this study, an alloy phase-field model is used to simulate solidification
microstructures at different locations within a solidified molten pool. The
temperature gradient $G$ and the solidification velocity $V$ are obtained from
a macroscopic heat transfer finite element simulation and provided as input to
the phase-field model. The effects of laser beam speed and the location within
the melt pool on the primary arm spacing and on the extent of Nb partitioning
at the cell tips are investigated. Simulated steady-state primary spacings are
compared with power law and geometrical models. Cell tip compositions are
compared to a dendrite growth model. The extent of non-equilibrium interface
partitioning of the phase-field model is investigated. Although the phase-field
model has an anti-trapping solute flux term meant to maintain local interface
equilibrium, we have found that during simulations it was insufficient at
maintaining equilibrium. This is due to the fact that the additive
manufacturing solidification conditions fall well outside the allowed limits of
this flux term.
",3742,0,1,0,0,0,0
"  We have previously proposed the partial quantile regression (PQR) prediction
procedure for functional linear model by using partial quantile covariance
techniques and developed the simple partial quantile regression (SIMPQR)
algorithm to efficiently extract PQR basis for estimating functional
coefficients. However, although the PQR approach is considered as an attractive
alternative to projections onto the principal component basis, there are
certain limitations to uncovering the corresponding asymptotic properties
mainly because of its iterative nature and the non-differentiability of the
quantile loss function. In this article, we propose and implement an
alternative formulation of partial quantile regression (APQR) for functional
linear model by using block relaxation method and finite smoothing techniques.
The proposed reformulation leads to insightful results and motivates new
theory, demonstrating consistency and establishing convergence rates by
applying advanced techniques from empirical process theory. Two simulations and
two real data from ADHD-200 sample and ADNI are investigated to show the
superiority of our proposed methods.
",3743,0,0,1,1,0,0
"  We present PFDCMSS, a novel message-passing based parallel algorithm for
mining time-faded heavy hitters. The algorithm is a parallel version of the
recently published FDCMSS sequential algorithm. We formally prove its
correctness by showing that the underlying data structure, a sketch augmented
with a Space Saving stream summary holding exactly two counters, is mergeable.
Whilst mergeability of traditional sketches derives immediately from theory, we
show that merging our augmented sketch is non trivial. Nonetheless, the
resulting parallel algorithm is fast and simple to implement. To the best of
our knowledge, PFDCMSS is the first parallel algorithm solving the problem of
mining time-faded heavy hitters on message-passing parallel architectures.
Extensive experimental results confirm that PFDCMSS retains the extreme
accuracy and error bound provided by FDCMSS whilst providing excellent parallel
scalability.
",3744,1,0,0,0,0,0
"  The Minkowski inequality is a classical inequality in differential geometry,
giving a bound from below, on the total mean curvature of a convex surface in
Euclidean space, in terms of its area. Recently there has been interest in
proving versions of this inequality for manifolds other than R^n; for example,
such an inequality holds for surfaces in spatial Schwarzschild and
AdS-Schwarzschild manifolds. In this note, we adapt a recent analysis of Y. Wei
to prove a Minkowski-like inequality for general static asymptotically flat
manifolds.
",3745,0,0,1,0,0,0
"  This paper studies the concept of instantaneous arbitrage in continuous time
and its relation to the instantaneous CAPM. Absence of instantaneous arbitrage
is equivalent to the existence of a trading strategy which satisfies the CAPM
beta pricing relation in place of the market. Thus the difference between the
arbitrage argument and the CAPM argument in Black and Scholes (1973) is this:
the arbitrage argument assumes that there exists some portfolio satisfying the
capm equation, whereas the CAPM argument assumes, in addition, that this
portfolio is the market portfolio.
",3746,0,0,0,0,0,1
"  We study the complexity of approximating Wassertein barycenter of $m$
discrete measures, or histograms of size $n$ by contrasting two alternative
approaches, both using entropic regularization. The first approach is based on
the Iterative Bregman Projections (IBP) algorithm for which our novel analysis
gives a complexity bound proportional to $\frac{mn^2}{\varepsilon^2}$ to
approximate the original non-regularized barycenter.
Using an alternative accelerated-gradient-descent-based approach, we obtain a
complexity proportional to $\frac{mn^{2.5}}{\varepsilon} $. As a byproduct, we
show that the regularization parameter in both approaches has to be
proportional to $\varepsilon$, which causes instability of both algorithms when
the desired accuracy is high. To overcome this issue, we propose a novel
proximal-IBP algorithm, which can be seen as a proximal gradient method, which
uses IBP on each iteration to make a proximal step. We also consider the
question of scalability of these algorithms using approaches from distributed
optimization and show that the first algorithm can be implemented in a
centralized distributed setting (master/slave), while the second one is
amenable to a more general decentralized distributed setting with an arbitrary
network topology.
",3747,1,0,0,0,0,0
"  Modern implicit generative models such as generative adversarial networks
(GANs) are generally known to suffer from instability and lack of
interpretability as it is difficult to diagnose what aspects of the target
distribution are missed by the generative model. In this work, we propose a
theoretically grounded solution to these issues by augmenting the GAN's loss
function with a kernel-based regularization term that magnifies local
discrepancy between the distributions of generated and real samples. The
proposed method relies on so-called witness points in the data space which are
jointly trained with the generator and provide an interpretable indication of
where the two distributions locally differ during the training procedure. In
addition, the proposed algorithm is scaled to higher dimensions by learning the
witness locations in a latent space of an autoencoder. We theoretically
investigate the dynamics of the training procedure, prove that a desirable
equilibrium point exists, and the dynamical system is locally stable around
this equilibrium. Finally, we demonstrate different aspects of the proposed
algorithm by numerical simulations of analytical solutions and empirical
results for low and high-dimensional datasets.
",3748,1,0,0,1,0,0
"  Transfer learning leverages the knowledge in one domain, the source domain,
to improve learning efficiency in another domain, the target domain. Existing
transfer learning research is relatively well-progressed, but only in
situations where the feature spaces of the domains are homogeneous and the
target domain contains at least a few labeled instances. However, transfer
learning has not been well-studied in heterogeneous settings with an unlabeled
target domain. To contribute to the research in this emerging field, this paper
presents: (1) an unsupervised knowledge transfer theorem that prevents negative
transfer; and (2) a principal angle-based metric to measure the distance
between two pairs of domains. The metric shows the extent to which homogeneous
representations have preserved the information in original source and target
domains. The unsupervised knowledge transfer theorem sets out the transfer
conditions necessary to prevent negative transfer. Linear monotonic maps meet
the transfer conditions of the theorem and, hence, are used to construct
homogeneous representations of the heterogeneous domains, which in principle
prevents negative transfer. The metric and the theorem have been implemented in
an innovative transfer model, called a Grassmann-LMM-geodesic flow kernel
(GLG), that is specifically designed for knowledge transfer across
heterogeneous domains. The GLG model learns homogeneous representations of
heterogeneous domains by minimizing the proposed metric. Knowledge is
transferred through these learned representations via a geodesic flow kernel.
Notably, the theorem presented in this paper provides the sufficient transfer
conditions needed to guarantee that knowledge is transferred from a source
domain to an unlabeled target domain with correctness.
",3749,0,0,0,1,0,0
"  We develop a new class of path transformations for one-dimensional diffusions
that are tailored to alter their long-run behaviour from transient to recurrent
or vice versa. This immediately leads to a formula for the distribution of the
first exit times of diffusions, which is recently characterised by Karatzas and
Ruf \cite{KR} as the minimal solution of an appropriate Cauchy problem under
more stringent conditions. A particular limit of these transformations also
turn out to be instrumental in characterising the stochastic solutions of
Cauchy problems defined by the generators of strict local martingales, which
are well-known for not having unique solutions even when one restricts
solutions to have linear growth. Using an appropriate diffusion transformation
we show that the aforementioned stochastic solution can be written in terms of
the unique classical solution of an {\em alternative} Cauchy problem with
suitable boundary conditions. This in particular resolves the long-standing
issue of non-uniqueness with the Black-Scholes equations in derivative pricing
in the presence of {\em bubbles}. Finally, we use these path transformations to
propose a unified framework for solving explicitly the optimal stopping problem
for one-dimensional diffusions with discounting, which in particular is
relevant for the pricing and the computation of optimal exercise boundaries of
perpetual American options.
",3750,0,0,1,0,0,0
"  The visual representation of concepts or ideas through the use of simple
shapes has always been explored in the history of Humanity, and it is believed
to be the origin of writing. We focus on computational generation of visual
symbols to represent concepts. We aim to develop a system that uses background
knowledge about the world to find connections among concepts, with the goal of
generating symbols for a given concept. We are also interested in exploring the
system as an approach to visual dissociation and visual conceptual blending.
This has a great potential in the area of Graphic Design as a tool to both
stimulate creativity and aid in brainstorming in projects such as logo,
pictogram or signage design.
",3751,1,0,0,0,0,0
"  Schmidt's game is generally used to deduce qualitative information about the
Hausdorff dimensions of fractal sets and their intersections. However, one can
also ask about quantitative versions of the properties of winning sets. In this
paper we show that such quantitative information has applications to various
questions including:
* What is the maximal length of an arithmetic progression on the ""middle
$\epsilon$"" Cantor set?
* What is the smallest $n$ such that there is some element of the ternary
Cantor set whose continued fraction partial quotients are all $\leq n$?
* What is the Hausdorff dimension of the set of $\epsilon$-badly approximable
numbers on the Cantor set?
We show that a variant of Schmidt's game known as the $potential$ $game$ is
capable of providing better bounds on the answers to these questions than the
classical Schmidt's game. We also use the potential game to provide a new proof
of an important lemma in the classical proof of the existence of Hall's Ray.
",3752,0,0,1,0,0,0
"  Locally Checkable Labeling (LCL) problems include essentially all the classic
problems of $\mathsf{LOCAL}$ distributed algorithms. In a recent enlightening
revelation, Chang and Pettie [arXiv 1704.06297] showed that any LCL (on bounded
degree graphs) that has an $o(\log n)$-round randomized algorithm can be solved
in $T_{LLL}(n)$ rounds, which is the randomized complexity of solving (a
relaxed variant of) the Lov??sz Local Lemma (LLL) on bounded degree $n$-node
graphs. Currently, the best known upper bound on $T_{LLL}(n)$ is $O(\log n)$,
by Chung, Pettie, and Su [PODC'14], while the best known lower bound is
$\Omega(\log\log n)$, by Brandt et al. [STOC'16]. Chang and Pettie conjectured
that there should be an $O(\log\log n)$-round algorithm.
Making the first step of progress towards this conjecture, and providing a
significant improvement on the algorithm of Chung et al. [PODC'14], we prove
that $T_{LLL}(n)= 2^{O(\sqrt{\log\log n})}$. Thus, any $o(\log n)$-round
randomized distributed algorithm for any LCL problem on bounded degree graphs
can be automatically sped up to run in $2^{O(\sqrt{\log\log n})}$ rounds.
Using this improvement and a number of other ideas, we also improve the
complexity of a number of graph coloring problems (in arbitrary degree graphs)
from the $O(\log n)$-round results of Chung, Pettie and Su [PODC'14] to
$2^{O(\sqrt{\log\log n})}$. These problems include defective coloring, frugal
coloring, and list vertex-coloring.
",3753,1,0,0,0,0,0
"  In this paper, we propose a novel continuous authentication system for
smartphone users. The proposed system entirely relies on unlabeled phone
movement patterns collected through smartphone accelerometer. The data was
collected in a completely unconstrained environment over five to twelve days.
The contexts of phone usage were identified using k-means clustering. Multiple
profiles, one for each context, were created for every user. Five machine
learning algorithms were employed for classification of genuine and impostors.
The performance of the system was evaluated over a diverse population of 57
users. The mean equal error rates achieved by Logistic Regression, Neural
Network, kNN, SVM, and Random Forest were 13.7%, 13.5%, 12.1%, 10.7%, and 5.6%
respectively. A series of statistical tests were conducted to compare the
performance of the classifiers. The suitability of the proposed system for
different types of users was also investigated using the failure to enroll
policy.
",3754,1,0,0,0,0,0
"  A CM-order is a reduced order equipped with an involution that mimics complex
conjugation. The Witt-Picard group of such an order is a certain group of ideal
classes that is closely related to the ""minus part"" of the class group. We
present a deterministic polynomial-time algorithm for the following problem,
which may be viewed as a special case of the principal ideal testing problem:
given a CM-order, decide whether two given elements of its Witt-Picard group
are equal. In order to prevent coefficient blow-up, the algorithm operates with
lattices rather than with ideals. An important ingredient is a technique
introduced by Gentry and Szydlo in a cryptographic context. Our application of
it to lattices over CM-orders hinges upon a novel existence theorem for
auxiliary ideals, which we deduce from a result of Konyagin and Pomerance in
elementary number theory.
",3755,1,0,1,0,0,0
"  Cross-correlations in the activity in neural networks are commonly used to
characterize their dynamical states and their anatomical and functional
organizations. Yet, how these latter network features affect the spatiotemporal
structure of the correlations in recurrent networks is not fully understood.
Here, we develop a general theory for the emergence of correlated neuronal
activity from the dynamics in strongly recurrent networks consisting of several
populations of binary neurons. We apply this theory to the case in which the
connectivity depends on the anatomical or functional distance between the
neurons. We establish the architectural conditions under which the system
settles into a dynamical state where correlations are strong, highly robust and
spatially modulated. We show that such strong correlations arise if the network
exhibits an effective feedforward structure. We establish how this feedforward
structure determines the way correlations scale with the network size and the
degree of the connectivity. In networks lacking an effective feedforward
structure correlations are extremely small and only weakly depend on the number
of connections per neuron. Our work shows how strong correlations can be
consistent with highly irregular activity in recurrent networks, two key
features of neuronal dynamics in the central nervous system.
",3756,0,0,0,0,1,0
"  Despite the fact that JSON is currently one of the most popular formats for
exchanging data on the Web, there are very few studies on this topic and there
are no agreement upon theoretical framework for dealing with JSON. There- fore
in this paper we propose a formal data model for JSON documents and, based on
the common features present in available systems using JSON, we define a
lightweight query language allowing us to navigate through JSON documents. We
also introduce a logic capturing the schema proposal for JSON and study the
complexity of basic computational tasks associated with these two formalisms.
",3757,1,0,0,0,0,0
"  The present study introduce the human capital component to the Fama and
French five-factor model proposing an equilibrium six-factor asset pricing
model. The study employs an aggregate of four sets of portfolios mimicking size
and industry with varying dimensions. The first set consists of three set of
six portfolios each sorted on size to B/M, size to investment, and size to
momentum. The second set comprises of five index portfolios, third, a four-set
of twenty-five portfolios each sorted on size to B/M, size to investment, size
to profitability, and size to momentum, and the final set constitute thirty
industry portfolios. To estimate the parameters of six-factor asset pricing
model for the four sets of variant portfolios, we use OLS and Generalized
method of moments based robust instrumental variables technique (IVGMM). The
results obtained from the relevance, endogeneity, overidentifying restrictions,
and the Hausman's specification, tests indicate that the parameter estimates of
the six-factor model using IVGMM are robust and performs better than the OLS
approach. The human capital component shares equally the predictive power
alongside the factors in the framework in explaining the variations in return
on portfolios. Furthermore, we assess the t-ratio of the human capital
component of each IVGMM estimates of the six-factor asset pricing model for the
four sets of variant portfolios. The t-ratio of the human capital of the
eighty-three IVGMM estimates are more than 3.00 with reference to the standard
proposed by Harvey et al. (2016). This indicates the empirical success of the
six-factor asset-pricing model in explaining the variation in asset returns.
",3758,0,0,0,0,0,1
"  In Diffusion Tensor Imaging (DTI) or High Angular Resolution Diffusion
Imaging (HARDI), a tensor field or a spherical function field (e.g., an
orientation distribution function field), can be estimated from measured
diffusion weighted images. In this paper, inspired by the microscopic
theoretical treatment of phases in liquid crystals, we introduce a novel
mathematical framework, called Director Field Analysis (DFA), to study local
geometric structural information of white matter based on the reconstructed
tensor field or spherical function field: 1) We propose a set of mathematical
tools to process general director data, which consists of dyadic tensors that
have orientations but no direction. 2) We propose Orientational Order (OO) and
Orientational Dispersion (OD) indices to describe the degree of alignment and
dispersion of a spherical function in a single voxel or in a region,
respectively; 3) We also show how to construct a local orthogonal coordinate
frame in each voxel exhibiting anisotropic diffusion; 4) Finally, we define
three indices to describe three types of orientational distortion (splay, bend,
and twist) in a local spatial neighborhood, and a total distortion index to
describe distortions of all three types. To our knowledge, this is the first
work to quantitatively describe orientational distortion (splay, bend, and
twist) in general spherical function fields from DTI or HARDI data. The
proposed DFA and its related mathematical tools can be used to process not only
diffusion MRI data but also general director field data, and the proposed
scalar indices are useful for detecting local geometric changes of white matter
for voxel-based or tract-based analysis in both DTI and HARDI acquisitions. The
related codes and a tutorial for DFA will be released in DMRITool.
",3759,1,1,0,0,0,0
"  This paper presents a new multi-objective deep reinforcement learning (MODRL)
framework based on deep Q-networks. We propose the use of linear and non-linear
methods to develop the MODRL framework that includes both single-policy and
multi-policy strategies. The experimental results on two benchmark problems
including the two-objective deep sea treasure environment and the
three-objective mountain car problem indicate that the proposed framework is
able to converge to the optimal Pareto solutions effectively. The proposed
framework is generic, which allows implementation of different deep
reinforcement learning algorithms in different complex environments. This
therefore overcomes many difficulties involved with standard multi-objective
reinforcement learning (MORL) methods existing in the current literature. The
framework creates a platform as a testbed environment to develop methods for
solving various problems associated with the current MORL. Details of the
framework implementation can be referred to
this http URL.
",3760,0,0,0,1,0,0
"  Finding optimal correction of errors in generic stabilizer codes is a
computationally hard problem, even for simple noise models. While this task can
be simplified for codes with some structure, such as topological stabilizer
codes, developing good and efficient decoders still remains a challenge. In our
work, we systematically study a very versatile class of decoders based on
feedforward neural networks. To demonstrate adaptability, we apply neural
decoders to the triangular color and toric codes under various noise models
with realistic features, such as spatially-correlated errors. We report that
neural decoders provide significant improvement over leading efficient decoders
in terms of the error-correction threshold. Using neural networks simplifies
the process of designing well-performing decoders, and does not require prior
knowledge of the underlying noise model.
",3761,0,0,0,1,0,0
"  Finding semantically rich and computer-understandable representations for
textual dialogues, utterances and words is crucial for dialogue systems (or
conversational agents), as their performance mostly depends on understanding
the context of conversations. Recent research aims at finding distributed
vector representations (embeddings) for words, such that semantically similar
words are relatively close within the vector-space. Encoding the ""meaning"" of
text into vectors is a current trend, and text can range from words, phrases
and documents to actual human-to-human conversations. In recent research
approaches, responses have been generated utilizing a decoder architecture,
given the vector representation of the current conversation. In this paper, the
utilization of embeddings for answer retrieval is explored by using
Locality-Sensitive Hashing Forest (LSH Forest), an Approximate Nearest Neighbor
(ANN) model, to find similar conversations in a corpus and rank possible
candidates. Experimental results on the well-known Ubuntu Corpus (in English)
and a customer service chat dataset (in Dutch) show that, in combination with a
candidate selection method, retrieval-based approaches outperform generative
ones and reveal promising future research directions towards the usability of
such a system.
",3762,1,0,0,0,0,0
"  For a safe, natural and effective human-robot social interaction, it is
essential to develop a system that allows a robot to demonstrate the
perceivable responsive behaviors to complex human behaviors. We introduce the
Multimodal Deep Attention Recurrent Q-Network using which the robot exhibits
human-like social interaction skills after 14 days of interacting with people
in an uncontrolled real world. Each and every day during the 14 days, the
system gathered robot interaction experiences with people through a
hit-and-trial method and then trained the MDARQN on these experiences using
end-to-end reinforcement learning approach. The results of interaction based
learning indicate that the robot has learned to respond to complex human
behaviors in a perceivable and socially acceptable manner.
",3763,1,0,0,1,0,0
"  Continuous-time trajectory representations are a powerful tool that can be
used to address several issues in many practical simultaneous localization and
mapping (SLAM) scenarios, like continuously collected measurements distorted by
robot motion, or during with asynchronous sensor measurements. Sparse Gaussian
processes (GP) allow for a probabilistic non-parametric trajectory
representation that enables fast trajectory estimation by sparse GP regression.
However, previous approaches are limited to dealing with vector space
representations of state only. In this technical report we extend the work by
Barfoot et al. [1] to general matrix Lie groups, by applying constant-velocity
prior, and defining locally linear GP. This enables using sparse GP approach in
a large space of practical SLAM settings. In this report we give the theory and
leave the experimental evaluation in future publications.
",3764,1,0,0,0,0,0
"  In this paper, we consider testing the homogeneity for proportions in
independent binomial distributions especially when data are sparse for large
number of groups. We provide broad aspects of our proposed tests such as
theoretical studies, simulations and real data application. We present the
asymptotic null distributions and asymptotic powers for our proposed tests and
compare their performance with existing tests. Our simulation studies show that
none of tests dominate the others, however our proposed test and a few tests
are expected to control given sizes and obtain significant powers. We also
present a real example regarding safety concerns associated with Avandiar
(rosiglitazone) in Nissen and Wolsky (2007).
",3765,0,0,1,1,0,0
"  We exhibit Borel probability measures on the unit sphere in $\mathbb C^d$ for
$d \ge 2$ which are Henkin for the multiplier algebra of the Drury-Arveson
space, but not Henkin in the classical sense. This provides a negative answer
to a conjecture of Clou??tre and Davidson.
",3766,0,0,1,0,0,0
"  PCA is one of the most widely used dimension reduction techniques. A related
easier problem is ""subspace learning"" or ""subspace estimation"". Given
relatively clean data, both are easily solved via singular value decomposition
(SVD). The problem of subspace learning or PCA in the presence of outliers is
called robust subspace learning or robust PCA (RPCA). For long data sequences,
if one tries to use a single lower dimensional subspace to represent the data,
the required subspace dimension may end up being quite large. For such data, a
better model is to assume that it lies in a low-dimensional subspace that can
change over time, albeit gradually. The problem of tracking such data (and the
subspaces) while being robust to outliers is called robust subspace tracking
(RST). This article provides a magazine-style overview of the entire field of
robust subspace learning and tracking. In particular solutions for three
problems are discussed in detail: RPCA via sparse+low-rank matrix decomposition
(S+LR), RST via S+LR, and ""robust subspace recovery (RSR)"". RSR assumes that an
entire data vector is either an outlier or an inlier. The S+LR formulation
instead assumes that outliers occur on only a few data vector indices and hence
are well modeled as sparse corruptions.
",3767,0,0,0,1,0,0
"  Associating image regions with text queries has been recently explored as a
new way to bridge visual and linguistic representations. A few pioneering
approaches have been proposed based on recurrent neural language models trained
generatively (e.g., generating captions), but achieving somewhat limited
localization accuracy. To better address natural-language-based visual entity
localization, we propose a discriminative approach. We formulate a
discriminative bimodal neural network (DBNet), which can be trained by a
classifier with extensive use of negative samples. Our training objective
encourages better localization on single images, incorporates text phrases in a
broad range, and properly pairs image regions with text phrases into positive
and negative examples. Experiments on the Visual Genome dataset demonstrate the
proposed DBNet significantly outperforms previous state-of-the-art methods both
for localization on single images and for detection on multiple images. We we
also establish an evaluation protocol for natural-language visual detection.
",3768,1,0,0,1,0,0
"  The open and closed \textit{symmetrized polydisc} or, \textit{symmetrized
$n$-disc} for $n\geq 2$, are the following subsets of $\mathbb C^n$:
\begin{align*} \mathbb G_n &=\left\{ \left(\sum_{1\leq i\leq n} z_i,\sum_{1\leq
i<j\leq n}z_iz_j,\dots, \prod_{i=1}^n z_i \right): \,|z_i|< 1, i=1,\dots,n
\right \}, \Gamma_n & =\left\{ \left(\sum_{1\leq i\leq n} z_i,\sum_{1\leq
i<j\leq n}z_iz_j,\dots, \prod_{i=1}^n z_i \right): \,|z_i|\leq 1, i=1,\dots,n
\right \}. \end{align*} A tuple of commuting $n$ operators
$(S_1,\dots,S_{n-1},P)$ defined on a Hilbert space $\mathcal H$ for which
$\Gamma_n$ is a spectral set is called a $\Gamma_n$-contraction. In this
article, we show by a counter example that rational dilation fails on the
symmetrized $n$-disc for any $n\geq 3$. We find new characterizations for the
points in $\mathbb G_n$ and $\Gamma_n$. We also present few new
characterizations for the $\Gamma_n$-unitaries and $\Gamma_n$-isometries.
",3769,0,0,1,0,0,0
"  Partial differential equations with distributional sources---in particular,
involving (derivatives of) delta distributions---have become increasingly
ubiquitous in numerous areas of physics and applied mathematics. It is often of
considerable interest to obtain numerical solutions for such equations, but any
singular (""particle""-like) source modeling invariably introduces nontrivial
computational obstacles. A common method to circumvent these is through some
form of delta function approximation procedure on the computational grid;
however, this often carries significant limitations on the efficiency of the
numerical convergence rates, or sometimes even the resolvability of the problem
at all.
In this paper, we present an alternative technique for tackling such
equations which avoids the singular behavior entirely: the
""Particle-without-Particle"" method. Previously introduced in the context of the
self-force problem in gravitational physics, the idea is to discretize the
computational domain into two (or more) disjoint pseudospectral
(Chebyshev-Lobatto) grids such that the ""particle"" is always at the interface
between them; thus, one only needs to solve homogeneous equations in each
domain, with the source effectively replaced by jump (boundary) conditions
thereon. We prove here that this method yields solutions to any linear PDE the
source of which is any linear combination of delta distributions and
derivatives thereof supported on a one-dimensional subspace of the problem
domain. We then implement it to numerically solve a variety of relevant PDEs:
hyperbolic (with applications to neuroscience and acoustics), parabolic (with
applications to finance), and elliptic. We generically obtain improved
convergence rates relative to typical past implementations relying on delta
function approximations.
",3770,0,0,0,0,1,1
"  Fracton order is a new kind of quantum order characterized by topological
excitations that exhibit remarkable mobility restrictions and a robust ground
state degeneracy (GSD) which can increase exponentially with system size. In
this paper, we present a generic lattice construction (in three dimensions) for
a generalized X-cube model of fracton order, where the mobility restrictions of
the subdimensional particles inherit the geometry of the lattice. This helps
explain a previous result that lattice curvature can produce a robust GSD, even
on a manifold with trivial topology. We provide explicit examples to show that
the (zero temperature) phase of matter is sensitive to the lattice geometry. In
one example, the lattice geometry confines the dimension-1 particles to small
loops, which allows the fractons to be fully mobile charges, and the resulting
phase is equivalent to (3+1)-dimensional toric code. However, the phase is
sensitive to more than just lattice curvature; different lattices without
curvature (e.g. cubic or stacked kagome lattices) also result in different
phases of matter, which are separated by phase transitions. Unintuitively
however, according to a previous definition of phase [Chen, Gu, Wen 2010], even
just a rotated or rescaled cubic lattice results in different phases of matter,
which motivates us to propose a new and coarser definition of phase for gapped
ground states and fracton order. The new equivalence relation between ground
states is given by the composition of a local unitary transformation and a
quasi-isometry (which can rotate and rescale the lattice); equivalently, ground
states are in the same phase if they can be adiabatically connected by varying
both the Hamiltonian and the positions of the degrees of freedom (via a
quasi-isometry). In light of the importance of geometry, we further propose
that fracton orders should be regarded as a geometric order.
",3771,0,1,0,0,0,0
"  Min-SEIS-Cluster is an optimization problem which aims at minimizing the
infection spreading in networks. In this problem, nodes can be susceptible to
an infection, exposed to an infection, or infectious. One of the main features
of this problem is the fact that nodes have different dynamics when interacting
with other nodes from the same community. Thus, the problem is characterized by
distinct probabilities of infecting nodes from both the same and from different
communities. This paper presents a new genetic algorithm that solves the
Min-SEIS-Cluster problem. This genetic algorithm surpassed the current
heuristic of this problem significantly, reducing the number of infected nodes
during the simulation of the epidemics. The results therefore suggest that our
new genetic algorithm is the state-of-the-art heuristic to solve this problem.
",3772,1,0,1,0,0,0
